課碼,系所,課程標題,授課教師,課程類型,學分數,上課地點,上課時間,選課方法,授課方法,課程連結,課程概述,選課狀況-名額,選課狀況-選上人數,選課狀況-剩餘名額,選課狀況-已登記
6806,餐旅管理學系,東海課程-餐旅管理學系餐旅文創研究(朱惠玲老師1132-6806) ,朱惠玲,選修課,0-3,M207-3,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/6806,文化創意產業為開發國家中重要的產業政策，文化魅力結合產業創意所形成的文化創意產業市場，產業鏈與文化輸出成為各國重要發展政策(例如韓風與Cool Britian)透過相關文創政策推動帶動整體經濟發展並打造城市地方獨有的觀光特色。本課程目標除介紹文化創意產業的歷史沿革，文化創意產業發產現況，更著重在透過文化創意融入商品設計，探討文化創意融入品牌個性，設計消費者體驗歷程，打造餐旅產業的品牌競爭力。課程設計透過企業參訪與個案研究討論，了解文化創意品牌經營與行銷專案管理。, 20,10            ,10,
6807,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6807,,,,,
6808,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6808,,,,,
6809,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6809,,,,,
6810,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6810,,,,,
6811,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6811,,,,,
6812,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6812,,,,,
6813,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6813,,,,,
6814,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6814,,,,,
6815,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6815,,,,,
6816,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6816,,,,,
6817,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6817,,,,,
6818,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6818,,,,,
6819,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6819,,,,,
6820,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6820,,,,,
6821,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6821,,,,,
6822,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6822,,,,,
6823,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6823,,,,,
6824,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6824,,,,,
6825,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6825,,,,,
6826,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6826,,,,,
6827,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6827,,,,,
6828,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6828,,,,,
6829,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6829,,,,,
6830,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6830,,,,,
6831,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班碩士論文(餐旅教師老師1132-6831) ,餐旅教師,必修課,0-6,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/6831,本課程之主要目的，是要培養碩專班學生練習 (1)尋找專業文章的程序、(2)閱讀、了解專業文章的習慣、 (2)邏輯性、獨立性思考的方式、(3)蒐集、分析資料的過程、(4)策略性分析的能力、與(5)口語與書面之表達；並使學生在論文指導老師的協助下，完成品質優良的碩專班論文，甚至文章發表., 20,17            ,3,
6832,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班餐旅營運管理研究(李明元/容繼業老師1132-6832) ,容繼業,選修課,0-3,M214,"三/5,6,7",,,https://course.thu.edu.tw/view/113/2/6832,本課程將採文獻探討與個案分析方式，討論包括營收管，理服務品質，產品經營，顧客關係，領導與衝突的主要議題。再則結合組織、規劃、用人、督導及管控等營運管理之本質價值取向，討論餐廳經營營運管理之內涵，並驗證經營取向之實質創新效益。本課程採個案討論為主，並邀請學者專家演講及參與課中個案討論，將提供豐富的師生互動及同儕討論機會以達成共振效應。, 20,9            ,11,
6833,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班餐飲衛生安全研究(李貴宜老師1132-6833) ,李貴宜,選修課,0-3,M214,"三/2,3,4",,,https://course.thu.edu.tw/view/113/2/6833,"在修習完本課程後，學生需能獲得以下相關知識:
1. 食品衛生與安全概論。 
2. 基礎微生物的認知，食品中毒及其預防方法。 
3. 廚房衛生設計與管理、採購驗收、倉儲與前製備。
4. 餐點製備、販售及儲存之衛生安全。 
5. 設備與餐具清洗管理。 
6. 從業人員的衛生與安全管理及教育。
7. 廢棄物處理與病媒管制。 
8. 餐飲衛生規範與相關法規。 
9. 餐飲業 HACCP 制度。", 20,10            ,10,
6834,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班質性研究(周碩雄老師1132-6834) ,周碩雄,選修課,0-3,M207-3,"二/8,9,10",,,https://course.thu.edu.tw/view/113/2/6834,"1. 尋找啟發自己將來可能研究的方向。
2. 練習撰寫質性研究之文筆風格。", 20,3            ,17,
6835,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班餐旅財務管理研究(陳錚中老師1132-6835) ,陳錚中,選修課,0-3,M215,"三/5,6,7",,,https://course.thu.edu.tw/view/113/2/6835,"餐旅財務管理並不只是簡單的現金收支及資金保管等活動，它涉及餐旅企業所有與「資金」有關的全盤活動。舉凡銷售前資金的取得，銷售中資金的運用，至銷售後資金的維持等，一連串的經營活動都與財務有非常密切的關係。因此，不管是餐旅企業的經營管理者、投資大眾或是企業內部的員工都必須具備財務管理的基礎，藉以了解企業獲利的根源，才能評估企業本身的財務及營業狀況，適時找出企業經營的問題點，並加以改進，使餐旅企業能持盈保泰，開創佳績。
故本課程將以近代餐旅財務研究的趨勢與走向為主要發展脈絡，並協助研究者找出未來研究議題的切入點，並進而理解各種實務操作時的各種影響因素。", 20,9            ,11,
6836,餐旅管理學系在職專班,東海課程-餐旅管理學系在職專班台灣飲食文化專題(郭應哲/周碩雄老師1132-6836) ,郭應哲,選修課,0-3,M214,"三/8,9,10",,,https://course.thu.edu.tw/view/113/2/6836,"1.培養觀察和閱讀都市之巷弄美食表現與存在的能力
2.訓練城市巷弄美食之書寫和記錄的能力", 30,11            ,19,
6837,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6837,,,,,
6838,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6838,,,,,
6839,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6839,,,,,
6840,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6840,,,,,
6841,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6841,,,,,
6842,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6842,,,,,
6843,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6843,,,,,
6844,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6844,,,,,
6845,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6845,,,,,
6846,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6846,,,,,
6847,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6847,,,,,
6848,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6848,,,,,
6849,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6849,,,,,
6850,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6850,,,,,
6851,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6851,,,,,
6852,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6852,,,,,
6853,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6853,,,,,
6854,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6854,,,,,
6855,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6855,,,,,
6856,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6856,,,,,
6857,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6857,,,,,
6858,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6858,,,,,
6859,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6859,,,,,
6860,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6860,,,,,
6861,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6861,,,,,
6862,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6862,,,,,
6863,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6863,,,,,
6864,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6864,,,,,
6865,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6865,,,,,
6866,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6866,,,,,
6867,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6867,,,,,
6868,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6868,,,,,
6869,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6869,,,,,
6870,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6870,,,,,
6871,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6871,,,,,
6872,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6872,,,,,
6873,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6873,,,,,
6874,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6874,,,,,
6875,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6875,,,,,
6876,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6876,,,,,
6877,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6877,,,,,
6878,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6878,,,,,
6879,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6879,,,,,
6880,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6880,,,,,
6881,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6881,,,,,
6882,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6882,,,,,
6883,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6883,,,,,
6884,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6884,,,,,
6885,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6885,,,,,
6886,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6886,,,,,
6887,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6887,,,,,
6888,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6888,,,,,
6889,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6889,,,,,
6890,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6890,,,,,
6891,創意設計暨藝術學院,東海課程-創意設計暨藝術學院智慧設計策展（下）(邱浩修/謝宗諺老師1132-6891) ,謝宗諺,選修課,0-2,C101,"一/11,12",,,https://course.thu.edu.tw/view/113/2/6891,"本課程為引導軟性活動物件之於都市內硬體空間之構成關係進行探討。
荷蘭建築師Rem Koolhass曾比喻都市是一個信封，信封裡面寫的東西是都市活動決定的，都市規劃談的是信封。搭配對於城市無序的框架之形成，所需的填充物作為台灣未來城市發展的整體思考。

在歐洲的都市設計與規劃逐漸完善，以建築本身對都市進行修補之後，近年來對於軟體如何進駐都市的議題持續在現代社會中討論，建築策展本身也針對未來都市的樣貌提出具體的想像，在展覽中的提案也逐漸從想像提升到知識的累積與創新。

此堂課對於幾項歐美大型展覽及博覽會做出歷史研討，試圖將每年的議題作為整理，與歷史事件跟科技人工智慧合併討論，探究對於未來的社會不斷進行批判思考的執行方式。

目標在本學期內討論幾種透過策展介入空間的模式，並透過年度的智慧設計展等呈現方式，討論分工與策展架構。

展出之前的論述與模式的實踐作為執行的主要工具。", 20,4            ,16,
6892,創意設計暨藝術學院,東海課程-創意設計暨藝術學院智慧環境設計（下）(何立智/陳俞辰老師1132-6892) ,何立智,選修課,0-2,ST023,"一/11,12",,,https://course.thu.edu.tw/view/113/2/6892,"智慧設計跨域班旨在推動人工智慧應用於藝術設計領域，並鼓勵同學探索AI時代的學習模式。本課程聚焦在面對急遽變化的社會結構與人居環境，如何運用AI智慧科技的「數位轉型」思維與技術，來對接未來空間與環境創新設計的產業需求。一系列課程以兩年為修習期程，第一年為智慧環境設計（上、下），第二年為智慧設計策展（上、下），完成之學生可取得本校光點計畫智慧設計班課程之修課證明。
本系列課程具有下列三項重要特質：
1. 自主學習：本課程以同學自主學習為核心，由第一年到第二年的過程中，同學必須發揮自主學習的態度，主動的補足所需的知識與數位技術，探索AI時代的學習方法。
2. 人工智慧應用：本課程的主要目標在於探討人工智慧未來在藝術設計領域的應用，同學於整個學習過程中應當把握此核心重點。
3. 以發表為目標：前述的人工智慧應用需要以發表（包含展覽、網頁、刊物）的形式呈現，不一定是成熟的最終產品，鼓勵同學以概念及原型設計（prototype)來呈現內容，因此在討論過程中，我們希望有深入的問題探討與廣泛的概念發想。", 20,7            ,13,
6893,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6893,,,,,
6894,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6894,,,,,
6895,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6895,,,,,
6896,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6896,,,,,
6897,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6897,,,,,
6898,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6898,,,,,
6899,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6899,,,,,
6900,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6900,,,,,
6901,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6901,,,,,
6902,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6902,,,,,
6903,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6903,,,,,
6904,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6904,,,,,
6905,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6905,,,,,
6906,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6906,,,,,
6907,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6907,,,,,
6908,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6908,,,,,
6909,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6909,,,,,
6910,依開課單位瀏覽課程,東海大學課程資訊網 - 依開課學院列出課程,找不到授課教師,,,,,,,https://course.thu.edu.tw/view/113/2/6910,,,,,
6911,美術學系,東海課程-美術學系畢業製作(美術教師老師1132-6911) ,美術教師,必修課,0-4,地點資訊不完整,,,,https://course.thu.edu.tw/view/113/2/6911,"1.培育具有專業發展能力的美術創作人才

2.培育藝文產業發展所需之藝術策劃人才

3.培育具有獨立研究能力的進階研究人員

4.具有創新能力及當代視野

5.具有藝術產業進階操作和整合職能", 70,15            ,55,
6912,美術學系,東海課程-美術學系影像與書畫研習（二）(王怡然老師1132-6912) ,王怡然,選修課,0-2,FA102,"三/8,9",,,https://course.thu.edu.tw/view/113/2/6912,"廣泛研究東西方的影像藝術，通過書畫及藝術創作的傳播途徑，再現人們生活中的事物或者虛構人們純粹的想像，表達自己對世間萬物的感受和豐富的想像力。一、探討藝術創作的各種表現可能性
二、藉由閱讀文本及電影視覺影像，引導學生開創自我之繪畫語彙及表現方式，形成自我風格", 15,11            ,4,
6913,美術學系,東海課程-美術學系膠彩畫專題研究（二）(林彥良老師1132-6913) ,林彥良,選修課,0-2,FA305,"二/3,4",,,https://course.thu.edu.tw/view/113/2/6913,"一、透過膠彩畫家的風格技法中，探索膠彩技法的多元性與未來性。
二、分析比較古典與現代的膠彩表現手法。
三、日本畫家平山郁夫的作品分析。
四、日本畫會橫之会藝術家的作品分析。", 15,6            ,9,
6914,美術學系,東海課程-美術學系膠彩畫風格研究（二）(李貞慧老師1132-6914) ,李貞慧,選修課,0-2,FA305,"一/3,4",,,https://course.thu.edu.tw/view/113/2/6914,"一、藉由研究古今作品之表現形式及創作內涵，進行繪畫風格的討論賞析與實驗分析。
二、透過保存修復觀點與古典技法的實踐，深化作品表現技術與價值。
三、從個人作品實作與古今名家作品討論中，追求個人風格的建構。
四、透過小型實驗版及顏料製作實驗中，深入了解材料的特性，提升大件作品創作能力。", 15,9            ,6,
6915,美術學系,東海課程-美術學系跨領域藝術專題：當代書藝(李思賢老師1132-6915) ,李思賢,選修課,0-2,FA209,"一/5,6",,,https://course.thu.edu.tw/view/113/2/6915,"■ 課程目標 (Course Objectives)
一、在諸多藝術表現形式之下，瞭解由書寫出發的書藝創作型態。
二、從書寫出發，深化學生對文化本體的思考與理解。
三、體驗書寫藝術與其他創作、文化間的共通，及其跨領域發展的可能。
四、逐步提升台灣地區書寫藝術創作，為中、遠程目標。
■ 課程內涵 (Course Contents)
一、以中國古典書法為基礎，在此文化本體之上進行探求，對照當代東西方書寫藝術表現之現
象與發展概況。
二、學術科並重：由學理出發，藉術科創作進行實驗與討論。
三、期末與其他院校相關科系之同型態創作，進行校際互訪、觀摩，並合辦交流展。
四、創作型態一：汲古潤今；包含線性書寫、墨象書寫、意識書寫、設色書寫等。
五、創作型態二：棄古革新；包括綜合造型書寫、觀念書寫、行動書寫、裝置書寫等。", 15,9            ,6,
6916,美術學系,東海課程-美術學系造形藝術研習（二）(張惠蘭老師1132-6916) ,張惠蘭,選修課,0-2,FA209,"五/5,6",,,https://course.thu.edu.tw/view/113/2/6916,"一. 造形藝術形式分析
二. 研究與運用造形的基本要素 
三. 掌握造形之基本語彙 
四. 造形創作研究與表現解析造形藝術與其與不同語彙的運用，在各個時期面對不同的目的與條件，所呈現的樣貌；課堂上將藉由不同階段的重要藝術家及其作品，來分析其表現手法與內涵，並從這些案例來探討媒材轉化的運用。此外，也將探討國際上藝術發展的趨勢及其時代意義，以近年國內、外國際展演等作品賞析為例，配合課程內容，從形式與思想觀念中讓學生對己身造形的創作有所認知，解析其創作的內涵及爬梳脈絡，以擴大其創作能量。", 20,12            ,8,
6917,美術學系,東海課程-美術學系材質˙物體˙符號（二）(段存真老師1132-6917) ,段存真,選修課,0-2,FA102,"三/3,4",,,https://course.thu.edu.tw/view/113/2/6917,"現當代藝術離開了重現自然的藝術信仰，將圖像與造型的意義訴諸於編碼及解碼(Encoding, Decoding)的過程，並且以符號學(Semiology)的角度來詮釋作品。本課程從材質的身體切入，爬梳作品與象徵、形式之間的交互關係，同時將現當代藝術中使用現成物(Ready-made)的手法與藝術中的符號論觀點相結合，培養研究生對創作中「概念內容」的表現能力。", 20,20            ,0,
6918,美術學系,東海課程-美術學系當代藝術實踐與文化研究（二）(徐嘒壎老師1132-6918) ,徐嘒壎,選修課,0-2,FA102,"四/8,9",,,https://course.thu.edu.tw/view/113/2/6918,本課程為創作課程，以研討跨域視野的當代藝術相關範疇為目標，透過課堂作品師生間的共評討論、分析當代文化現象，並將當代相關藝術家的作品實踐融入教學，培養學生對社會環境的關懷，發展自身創作脈絡，學習聆聽多元的觀點、觀察與閱讀作品的能力、與溝通思辨的方式。, 20,6            ,14,
6919,美術學系,東海課程-美術學系當代藝術創作專題(四):空間/跨域媒介(邱建銘老師1132-6919) ,邱建銘,選修課,0-2,FA102,"四/3,4",,,https://course.thu.edu.tw/view/113/2/6919,"1 當代藝術創作的觀念及其表現形式與書寫空間的基本技巧
2 當代藝術創作媒材於空間運用之基本認知；學習仔空間中以單一、複合媒材組構作品與自我解析之能力。
3 促進學生對現當代裝置作品的認識，並培養學生對裝置形式、美學、及相關議題的分析及思辯能力。

■  課程內涵 (Course Contents)
解析當代藝術創作語彙的運用，在各個時期面對不同的目的與條件，所呈現的樣貌；課堂上將藉由不同階段的重要藝術家及其作品，來分析其表現手法與內涵，並從這些案例來探討空間轉化的運用。此外，也將探討國際上藝術發展的趨勢及其時代意義，以近年國內、外國際展演等作品賞析為例，配合課程內容，從形式與思想觀念中讓學生對己身空間性的創作有所探討，解析其創作的內涵及爬梳脈絡，以擴大其創作能量。", 20,20            ,0,
6920,美術學系,東海課程-美術學系實習策展（二）(蔡明君/沈裕昌老師1132-6920) ,沈裕昌,選修課,0-2,FA305,"三/8,9",,,https://course.thu.edu.tw/view/113/2/6920,"1. 學習展覽方法和技術、藝術物件處理，作為展覽實踐的基礎。
2. 透過學生團隊競爭、遊說，以民主方式產生策展議題，進行展覽選件、展示和教育活動規劃等事宜。
3. 經過團隊重組、分工合作的行為，逐步醞釀形成學習型組織，並在藝術中心操作實習中獲致實務經驗。", 15,5            ,10,
